0.994	0
0.992877	-0.00535998
0.990412	-0.00955461
0.987597	-0.0127575
0.984755	-0.015321
0.981974	-0.017461
0.979272	-0.0193024
0.976649	-0.0209216
0.974101	-0.0223682
0.971619	-0.0236761
0.969198	-0.0248693
0.966832	-0.0259657
0.964515	-0.0269789
0.962244	-0.0279194
0.960014	-0.0287956
0.957821	-0.0296143
0.955663	-0.0303811
0.953537	-0.0311006
0.951441	-0.0317767
0.949372	-0.0324127
0.947329	-0.0330116
0.945309	-0.0335758
0.943313	-0.0341075
0.941337	-0.0346085
0.939381	-0.0350805
0.937444	-0.0355251
0.935525	-0.0359435
0.933622	-0.0363369
0.931735	-0.0367065
0.929864	-0.0370532
0.928006	-0.0373779
0.926163	-0.0376814
0.924332	-0.0379644
0.922514	-0.0382276
0.920708	-0.0384716
0.918913	-0.0386971
0.917129	-0.0389045
0.915355	-0.0390943
0.913592	-0.039267
0.911838	-0.0394231
0.910093	-0.0395628
0.908357	-0.0396866
0.90663	-0.0397948
0.904912	-0.0398878
0.903201	-0.0399658
0.901497	-0.0400292
0.899802	-0.0400782
0.898113	-0.0401131
0.896431	-0.040134
0.894756	-0.0401413
0.893087	-0.0401351
0.891425	-0.0401157
0.889768	-0.0400832
0.888118	-0.0400378
0.886473	-0.0399798
0.884833	-0.0399092
0.883199	-0.0398262
0.88157	-0.039731
0.879946	-0.0396237
0.878327	-0.0395045
0.876712	-0.0393735
0.875102	-0.0392307
0.873497	-0.0390764
0.871895	-0.0389106
0.870298	-0.0387335
0.868705	-0.0385451
0.867116	-0.0383456
0.86553	-0.0381351
0.863948	-0.0379135
0.86237	-0.0376812
0.860795	-0.037438
0.859224	-0.0371841
0.857656	-0.0369197
0.856091	-0.0366446
0.854529	-0.0363591
0.85297	-0.0360632
0.851414	-0.035757
0.849861	-0.0354405
0.84831	-0.0351138
0.846763	-0.034777
0.845217	-0.0344301
0.843675	-0.0340731
0.842134	-0.0337062
0.840596	-0.0333294
0.83906	-0.0329427
0.837527	-0.0325462
0.835996	-0.0321399
0.834466	-0.0317239
0.832939	-0.0312983
0.831413	-0.030863
0.82989	-0.0304181
0.828368	-0.0299636
0.826848	-0.0294997
0.82533	-0.0290263
0.823813	-0.0285434
0.822298	-0.0280511
0.820784	-0.0275495
0.819272	-0.0270386
0.817761	-0.0265183
0.816252	-0.0259888
0.814744	-0.0254501
0.813237	-0.0249022
0.811731	-0.0243451
0.810226	-0.0237788
0.808723	-0.0232034
0.80722	-0.022619
0.805718	-0.0220255
0.804218	-0.0214229
0.802718	-0.0208113
0.801219	-0.0201908
0.799721	-0.0195612
0.798223	-0.0189228
0.796727	-0.0182754
0.795231	-0.0176191
0.793735	-0.016954
0.79224	-0.01628
0.790746	-0.0155971
0.789252	-0.0149055
0.787758	-0.014205
0.786265	-0.0134958
0.784772	-0.0127778
0.783279	-0.012051
0.781787	-0.0113156
0.780295	-0.0105714
0.778803	-0.00981858
0.777311	-0.00905706
0.775819	-0.00828688
0.774327	-0.00750806
0.772835	-0.00672062
0.771343	-0.00592457
0.769851	-0.00511992
0.768359	-0.00430669
0.766867	-0.00348489
0.765374	-0.00265454
0.763881	-0.00181566
0.762388	-0.000968244
0.760895	-0.000112321
0.759401	0.000752102
0.757907	0.00162501
0.756412	0.00250639
0.754917	0.00339623
0.753421	0.00429452
0.751925	0.00520124
0.750428	0.00611639
0.74893	0.00703995
0.747431	0.00797191
0.745932	0.00891226
0.744432	0.00986098
0.742932	0.0108181
0.74143	0.0117835
0.739927	0.0127573
0.738424	0.0137394
0.736919	0.0147298
0.735414	0.0157286
0.733907	0.0167356
0.732399	0.0177509
0.73089	0.0187746
0.72938	0.0198064
0.727869	0.0208465
0.726356	0.0218949
0.724842	0.0229515
0.723327	0.0240163
0.72181	0.0250893
0.720292	0.0261705
0.718772	0.02726
0.717251	0.0283575
0.715728	0.0294633
0.714204	0.0305772
0.712678	0.0316992
0.71115	0.0328294
0.70962	0.0339677
0.708089	0.0351141
0.706556	0.0362686
0.705021	0.0374312
0.703484	0.0386019
0.701945	0.0397806
0.700404	0.0409673
0.698861	0.0421621
0.697316	0.043365
0.695769	0.0445758
0.69422	0.0457946
0.692668	0.0470215
0.691114	0.0482563
0.689558	0.049499
0.688	0.0507497
0.686439	0.0520083
0.684875	0.0532749
0.683309	0.0545493
0.681741	0.0558317
0.68017	0.0571219
0.678596	0.05842
0.67702	0.0597259
0.675441	0.0610396
0.673859	0.0623612
0.672275	0.0636905
0.670687	0.0650277
0.669097	0.0663726
0.667503	0.0677252
0.665907	0.0690856
0.664308	0.0704537
0.662705	0.0718295
0.661099	0.073213
0.65949	0.0746041
0.657878	0.0760029
0.656263	0.0774093
0.654644	0.0788233
0.653022	0.0802449
0.651396	0.081674
0.649767	0.0831107
0.648134	0.0845549
0.646498	0.0860065
0.644857	0.0874657
0.643214	0.0889323
0.641566	0.0904064
0.639915	0.0918878
0.63826	0.0933767
0.6366	0.0948729
0.634937	0.0963764
0.63327	0.0978872
0.631599	0.0994053
0.629923	0.100931
0.628244	0.102463
0.62656	0.104003
0.624872	0.10555
0.623179	0.107104
0.621482	0.108665
